epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,34.1984,1.41098,3.16645,0.00673,0.16841,0.30483,0.16371,0.09046,1.61478,2.54784,0.00923,0.000987031,0.000987031,0.000987031
19,36.0076,1.46328,2.8881,0.00577,0.23471,0.25406,0.23327,0.11284,1.51424,2.43849,0.00849,0.000971562,0.000971562,0.000971562
20,37.857,1.46087,2.986,0.00629,0.32337,0.2178,0.24516,0.13809,1.6457,2.13827,0.00937,0.000956094,0.000956094,0.000956094
21,39.5888,1.49239,2.7679,0.00664,0.27201,0.23404,0.26283,0.15079,1.59676,2.16384,0.00893,0.000940625,0.000940625,0.000940625
22,41.3977,1.4835,2.73546,0.00753,0.52179,0.22093,0.27188,0.15027,1.60343,2.16733,0.00931,0.000925156,0.000925156,0.000925156
23,43.2919,1.46258,2.78609,0.0067,0.45066,0.3123,0.30235,0.18042,1.57932,2.08073,0.00861,0.000909688,0.000909688,0.000909688
24,45.0026,1.36617,2.71141,0.0057,0.37736,0.4014,0.31238,0.18043,1.50104,2.09856,0.00812,0.000894219,0.000894219,0.000894219
25,46.7509,1.45196,2.53738,0.00642,0.31287,0.3921,0.36038,0.21191,1.53711,2.08732,0.00823,0.00087875,0.00087875,0.00087875
26,48.4727,1.09322,2.80101,0.00549,0.35962,0.37613,0.35396,0.21737,1.52044,2.07192,0.00831,0.000863281,0.000863281,0.000863281
27,50.2465,1.35772,2.89666,0.00588,0.47163,0.38609,0.41723,0.24737,1.43288,2.14217,0.00814,0.000847813,0.000847813,0.000847813
28,52.047,1.38153,2.52865,0.00569,0.52242,0.43169,0.43238,0.22143,1.49841,2.09165,0.00819,0.000832344,0.000832344,0.000832344
29,53.7868,1.27006,2.57351,0.00626,0.5671,0.38365,0.44334,0.23338,1.57313,1.9788,0.00888,0.000816875,0.000816875,0.000816875
30,55.5929,1.3234,2.31815,0.00571,0.61703,0.40382,0.45234,0.23313,1.60967,2.02014,0.0091,0.000801406,0.000801406,0.000801406
31,57.3636,1.37649,2.51856,0.00648,0.48572,0.40068,0.41442,0.24102,1.50089,2.1123,0.0081,0.000785938,0.000785938,0.000785938
32,59.172,1.44707,2.48424,0.00557,0.41652,0.42175,0.40713,0.24361,1.48413,2.07492,0.00765,0.000770469,0.000770469,0.000770469
33,61.0403,1.52833,2.55058,0.00655,0.40034,0.38787,0.40681,0.25329,1.49709,1.99865,0.0079,0.000755,0.000755,0.000755
34,62.929,1.40965,2.2121,0.00536,0.428,0.3847,0.40976,0.26948,1.48032,1.99715,0.00798,0.000739531,0.000739531,0.000739531
35,64.8292,1.29329,2.30644,0.00564,0.49473,0.36363,0.42842,0.25664,1.47154,1.91333,0.00786,0.000724062,0.000724062,0.000724062
36,66.635,1.40461,2.25094,0.00623,0.56853,0.39755,0.42333,0.25381,1.49682,1.82634,0.00834,0.000708594,0.000708594,0.000708594
37,68.4504,1.35386,2.0621,0.00483,0.64539,0.36839,0.4318,0.2603,1.51136,1.82632,0.00848,0.000693125,0.000693125,0.000693125
38,70.4342,1.31202,2.28963,0.00643,0.49986,0.40153,0.44401,0.2699,1.47175,1.89876,0.00827,0.000677656,0.000677656,0.000677656
39,72.2793,1.35458,2.17991,0.00609,0.38425,0.48243,0.42096,0.26589,1.44306,1.87107,0.0079,0.000662188,0.000662188,0.000662188
40,74.0415,1.30366,2.1289,0.00611,0.38729,0.44314,0.43123,0.2592,1.44052,1.83749,0.00789,0.000646719,0.000646719,0.000646719
41,75.8661,1.31333,2.12277,0.00627,0.4214,0.45922,0.43405,0.25309,1.43527,1.82443,0.00811,0.00063125,0.00063125,0.00063125
42,77.6686,1.23511,2.15884,0.00605,0.45807,0.45578,0.43606,0.25293,1.4633,1.87678,0.00816,0.000615781,0.000615781,0.000615781
43,79.5133,1.26663,2.03522,0.00551,0.53758,0.43238,0.44278,0.24726,1.51233,1.90443,0.00858,0.000600313,0.000600313,0.000600313
44,81.3556,1.36757,2.04913,0.00582,0.51908,0.51733,0.46098,0.25507,1.47711,1.87227,0.0085,0.000584844,0.000584844,0.000584844
45,83.1876,1.34325,2.00835,0.00539,0.54452,0.51927,0.48117,0.26538,1.45342,1.8463,0.0083,0.000569375,0.000569375,0.000569375
46,84.9786,1.16634,2.05023,0.00478,0.56875,0.52082,0.51334,0.29859,1.44025,1.78795,0.00812,0.000553906,0.000553906,0.000553906
47,86.8169,1.2169,1.81675,0.00522,0.67305,0.46858,0.51473,0.31343,1.49458,1.68342,0.00828,0.000538438,0.000538438,0.000538438
48,88.6666,1.26656,1.84084,0.00537,0.6611,0.46318,0.50787,0.3067,1.50804,1.64141,0.00837,0.000522969,0.000522969,0.000522969
49,90.8023,1.34576,1.88782,0.00585,0.49695,0.47175,0.47612,0.28148,1.45785,1.74973,0.0081,0.0005075,0.0005075,0.0005075
50,92.9694,1.29948,1.8085,0.00556,0.41498,0.52597,0.44412,0.26135,1.44846,1.75823,0.00808,0.000492031,0.000492031,0.000492031
51,94.8512,1.23788,1.68938,0.00504,0.44682,0.44535,0.43653,0.25202,1.42298,1.80341,0.00784,0.000476562,0.000476562,0.000476562
52,96.6802,1.20101,1.93425,0.00486,0.44724,0.45201,0.43537,0.25025,1.34124,1.90737,0.00713,0.000461094,0.000461094,0.000461094
53,98.547,1.2918,1.88311,0.0055,0.4972,0.46961,0.42977,0.25319,1.38416,1.85752,0.00736,0.000445625,0.000445625,0.000445625
54,100.529,1.10336,1.69254,0.00472,0.53968,0.43323,0.42082,0.24711,1.43201,1.86865,0.0078,0.000430156,0.000430156,0.000430156
55,102.374,1.13773,1.63669,0.00506,0.50071,0.4469,0.4249,0.2422,1.4542,1.83693,0.00779,0.000414688,0.000414688,0.000414688
56,104.106,1.24666,2.32426,0.00497,0.53537,0.41228,0.44003,0.24588,1.46415,1.8177,0.00787,0.000399219,0.000399219,0.000399219
57,105.947,1.34166,1.93805,0.00531,0.53364,0.44301,0.46271,0.2682,1.44371,1.82196,0.00783,0.00038375,0.00038375,0.00038375
58,107.753,1.24623,1.84316,0.00539,0.62782,0.46879,0.47537,0.27349,1.43137,1.81364,0.00784,0.000368281,0.000368281,0.000368281
59,109.582,1.2076,1.70849,0.00506,0.64527,0.46627,0.48828,0.27726,1.42868,1.7942,0.00784,0.000352812,0.000352812,0.000352812
60,111.374,1.20498,1.7192,0.0043,0.62102,0.44608,0.49973,0.28812,1.42174,1.78298,0.00781,0.000337344,0.000337344,0.000337344
61,113.139,1.18221,1.65583,0.00602,0.68347,0.43572,0.50093,0.28764,1.41441,1.78453,0.00784,0.000321875,0.000321875,0.000321875
62,114.916,1.14583,1.67419,0.00521,0.6461,0.46067,0.49877,0.29465,1.42775,1.76922,0.00804,0.000306406,0.000306406,0.000306406
63,116.801,1.18513,1.59748,0.0052,0.59117,0.48631,0.50059,0.29584,1.43835,1.78302,0.00813,0.000290937,0.000290937,0.000290937
64,118.544,1.11127,1.60758,0.00453,0.56298,0.48047,0.50046,0.29539,1.46375,1.75172,0.00834,0.000275469,0.000275469,0.000275469
65,120.33,1.21249,1.7111,0.00589,0.58435,0.45139,0.49764,0.28577,1.46447,1.76732,0.00823,0.00026,0.00026,0.00026
66,122.106,1.17824,1.6758,0.00468,0.56639,0.4528,0.49548,0.28558,1.46622,1.7676,0.00824,0.000244531,0.000244531,0.000244531
67,123.87,1.31422,1.72551,0.0049,0.51281,0.46254,0.49975,0.28269,1.46564,1.7679,0.00826,0.000229063,0.000229063,0.000229063
68,125.749,1.14917,1.65667,0.00509,0.53577,0.47154,0.50003,0.28541,1.45851,1.78299,0.00835,0.000213594,0.000213594,0.000213594
69,127.509,1.15703,1.63888,0.00508,0.51985,0.49669,0.50075,0.28549,1.46012,1.78966,0.00833,0.000198125,0.000198125,0.000198125
70,129.27,1.27553,1.57434,0.00502,0.53982,0.45183,0.49151,0.28596,1.44519,1.78711,0.00817,0.000182656,0.000182656,0.000182656
71,139.007,0.97087,1.72616,0.00511,0.61441,0.42723,0.49912,0.29572,1.45528,1.80241,0.00826,0.000167188,0.000167188,0.000167188
72,140.743,1.08788,1.63964,0.00559,0.63588,0.43687,0.49885,0.29449,1.46122,1.80906,0.00825,0.000151719,0.000151719,0.000151719
73,142.485,1.05973,1.5159,0.00602,0.66257,0.44523,0.50265,0.29579,1.46617,1.83474,0.00822,0.00013625,0.00013625,0.00013625
74,144.199,1.1006,1.56113,0.00548,0.46834,0.47129,0.48135,0.29121,1.47519,1.83045,0.00828,0.000120781,0.000120781,0.000120781
75,145.933,1.04281,1.68719,0.00452,0.70291,0.43682,0.48855,0.29117,1.45887,1.85514,0.00818,0.000105312,0.000105312,0.000105312
76,147.733,1.10684,1.62684,0.00502,0.6932,0.43961,0.49046,0.29114,1.46367,1.84742,0.00817,8.98437e-05,8.98437e-05,8.98437e-05
77,149.452,1.18501,1.6145,0.00566,0.72556,0.43634,0.48923,0.29177,1.45888,1.86445,0.00809,7.4375e-05,7.4375e-05,7.4375e-05
78,151.194,0.9503,1.60815,0.00487,0.69076,0.44149,0.48481,0.28795,1.45299,1.86308,0.00811,5.89062e-05,5.89062e-05,5.89062e-05
79,152.949,1.1038,1.64405,0.00524,0.72694,0.44247,0.48779,0.29001,1.44853,1.86399,0.00806,4.34375e-05,4.34375e-05,4.34375e-05
80,154.66,1.09885,1.52324,0.00518,0.73992,0.44507,0.4932,0.29155,1.44721,1.86671,0.00806,2.79687e-05,2.79687e-05,2.79687e-05
