epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,109.981,1.15994,1.0241,0.00547,0.69477,0.49042,0.61986,0.39884,1.38306,1.38834,0.008,0.000739531,0.000739531,0.000739531
35,113.168,1.17342,1.05809,0.00591,0.63111,0.53109,0.61649,0.36337,1.39893,1.37548,0.00783,0.000724062,0.000724062,0.000724062
36,116.242,1.19044,1.00668,0.00553,0.86158,0.51018,0.67646,0.38841,1.41365,1.3502,0.00777,0.000708594,0.000708594,0.000708594
37,119.327,1.17344,0.97914,0.00511,0.65044,0.676,0.63585,0.39745,1.37185,1.37213,0.00772,0.000693125,0.000693125,0.000693125
38,122.416,1.09803,0.99618,0.0054,0.70424,0.51483,0.60938,0.38424,1.375,1.42452,0.00793,0.000677656,0.000677656,0.000677656
39,125.523,1.07628,0.93317,0.00544,0.74962,0.58468,0.66654,0.44756,1.37281,1.39733,0.00761,0.000662188,0.000662188,0.000662188
40,128.663,1.17767,1.03181,0.00516,0.63689,0.5859,0.62286,0.37783,1.33567,1.46881,0.00741,0.000646719,0.000646719,0.000646719
41,131.837,1.11283,0.88408,0.00582,0.59852,0.65188,0.64702,0.39804,1.35211,1.39058,0.00743,0.00063125,0.00063125,0.00063125
42,134.915,1.08739,0.91071,0.00533,0.61215,0.57853,0.58148,0.37384,1.28792,1.39737,0.00721,0.000615781,0.000615781,0.000615781
43,138.052,1.1756,1.01573,0.00549,0.57119,0.5671,0.56916,0.34638,1.36262,1.46099,0.00798,0.000600313,0.000600313,0.000600313
44,141.084,1.11631,0.96737,0.00436,0.50173,0.65911,0.62533,0.38313,1.38079,1.48016,0.00784,0.000584844,0.000584844,0.000584844
45,144.224,1.11017,0.88978,0.00513,0.67281,0.65245,0.65231,0.39662,1.36628,1.39007,0.00804,0.000569375,0.000569375,0.000569375
46,147.281,1.14888,0.95716,0.0045,0.87792,0.52064,0.69128,0.41548,1.29967,1.27967,0.00752,0.000553906,0.000553906,0.000553906
47,150.342,0.99146,0.81564,0.00491,0.81767,0.54047,0.69519,0.43216,1.29089,1.28719,0.0074,0.000538438,0.000538438,0.000538438
48,153.422,0.99638,0.80284,0.00411,0.61267,0.71218,0.70406,0.4251,1.3215,1.38633,0.00747,0.000522969,0.000522969,0.000522969
49,156.537,1.00441,0.80292,0.00459,0.66204,0.65546,0.71769,0.42762,1.29248,1.41524,0.00715,0.0005075,0.0005075,0.0005075
50,159.583,1.00756,0.7975,0.00442,0.61895,0.69799,0.70325,0.42517,1.32039,1.36766,0.00727,0.000492031,0.000492031,0.000492031
51,162.662,1.03263,0.78434,0.00444,0.75153,0.69599,0.73666,0.4416,1.33338,1.2521,0.00736,0.000476562,0.000476562,0.000476562
52,165.706,1.0187,0.77573,0.00458,0.87456,0.63708,0.75177,0.45297,1.33616,1.26705,0.00734,0.000461094,0.000461094,0.000461094
53,168.986,0.93598,0.7644,0.00391,0.69953,0.67613,0.72328,0.41651,1.36195,1.33045,0.00759,0.000445625,0.000445625,0.000445625
54,172.051,0.97819,0.7508,0.0044,0.58458,0.68526,0.72054,0.41679,1.38065,1.21224,0.0076,0.000430156,0.000430156,0.000430156
55,175.109,0.95338,0.75657,0.00435,0.62648,0.69075,0.72553,0.43222,1.32252,1.27005,0.00721,0.000414688,0.000414688,0.000414688
56,178.16,0.97278,0.69999,0.00402,0.85011,0.56492,0.70742,0.41042,1.36357,1.25155,0.00761,0.000399219,0.000399219,0.000399219
57,183.38,0.92974,0.71618,0.00429,0.86398,0.59458,0.72265,0.42299,1.34288,1.24264,0.00742,0.00038375,0.00038375,0.00038375
58,187.443,0.99661,0.7292,0.00431,0.78206,0.64465,0.72577,0.42993,1.29276,1.29265,0.00711,0.000368281,0.000368281,0.000368281
59,190.524,0.99783,0.74022,0.00399,0.85097,0.6504,0.71207,0.43045,1.31958,1.3468,0.00731,0.000352812,0.000352812,0.000352812
60,193.591,1.00746,0.77729,0.00432,0.82088,0.52709,0.65944,0.40933,1.31234,1.3979,0.00716,0.000337344,0.000337344,0.000337344
61,196.626,0.88347,0.6807,0.0037,0.67838,0.68545,0.6815,0.43127,1.30485,1.32142,0.00723,0.000321875,0.000321875,0.000321875
62,199.843,0.92724,0.6485,0.00367,0.81728,0.60025,0.69322,0.44626,1.28974,1.31323,0.00701,0.000306406,0.000306406,0.000306406
63,203.009,0.84992,0.65975,0.00362,0.75614,0.62557,0.7101,0.46067,1.26148,1.34719,0.00688,0.000290937,0.000290937,0.000290937
64,206.128,0.92684,0.72984,0.00398,0.85776,0.58335,0.73873,0.43912,1.29466,1.2863,0.00716,0.000275469,0.000275469,0.000275469
65,209.178,0.89221,0.66244,0.00469,0.61361,0.78767,0.72271,0.47452,1.28669,1.25,0.00712,0.00026,0.00026,0.00026
66,212.356,0.97495,0.7139,0.00357,0.67371,0.71552,0.74931,0.48201,1.29132,1.20476,0.00723,0.000244531,0.000244531,0.000244531
67,215.511,0.90917,0.66302,0.00368,0.67247,0.70902,0.7423,0.46932,1.28484,1.23443,0.00721,0.000229063,0.000229063,0.000229063
68,218.601,0.96769,0.69659,0.00433,0.69871,0.62373,0.71924,0.43144,1.27619,1.2993,0.00717,0.000213594,0.000213594,0.000213594
69,221.839,0.81733,0.59876,0.00376,0.68273,0.62319,0.70663,0.425,1.27979,1.2962,0.0072,0.000198125,0.000198125,0.000198125
70,224.926,0.90489,0.66576,0.00404,0.67427,0.61099,0.69684,0.42346,1.29228,1.30413,0.00732,0.000182656,0.000182656,0.000182656
71,236.246,0.82125,0.51913,0.00467,0.78828,0.58187,0.70902,0.43065,1.28228,1.32002,0.00719,0.000167188,0.000167188,0.000167188
72,239.285,0.78508,0.49104,0.00454,0.91957,0.54459,0.70899,0.43054,1.24709,1.34801,0.0069,0.000151719,0.000151719,0.000151719
73,242.458,0.77589,0.43936,0.00407,0.87064,0.56936,0.70829,0.4439,1.23457,1.34006,0.00672,0.00013625,0.00013625,0.00013625
74,245.478,0.79646,0.45908,0.00418,0.85977,0.56902,0.71443,0.43969,1.23523,1.33613,0.00669,0.000120781,0.000120781,0.000120781
75,248.498,0.77947,0.45253,0.00407,0.71518,0.62121,0.68895,0.42854,1.24577,1.31279,0.00683,0.000105312,0.000105312,0.000105312
76,251.565,0.78143,0.45849,0.00416,0.70685,0.62308,0.69231,0.4241,1.23851,1.32705,0.00673,8.98437e-05,8.98437e-05,8.98437e-05
77,254.691,0.78885,0.47068,0.00443,0.72645,0.62678,0.68619,0.42038,1.23057,1.3476,0.00671,7.4375e-05,7.4375e-05,7.4375e-05
78,257.806,0.76161,0.43561,0.00394,0.72231,0.61647,0.68482,0.41843,1.22431,1.33342,0.00667,5.89062e-05,5.89062e-05,5.89062e-05
79,260.917,0.75759,0.43995,0.00395,0.70458,0.60823,0.68372,0.41655,1.21959,1.34264,0.00663,4.34375e-05,4.34375e-05,4.34375e-05
80,264.055,0.77817,0.4534,0.00381,0.7311,0.61401,0.6946,0.42791,1.21285,1.32416,0.00662,2.79687e-05,2.79687e-05,2.79687e-05
